"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Hattiesburg, USA",31.3271189,-89.2903392,31.185828,31.405134,-89.416602,-89.224266
"2","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"3","Rogers, USA",36.3320197,-94.1185366,36.2653564,36.4061009,-94.2507421,-94.0806236
"4","Nashville, USA",36.1622296,-86.7743531,35.967785,36.405496,-87.054766,-86.515588
"5","East Ridge, USA",35.0142412,-85.2519003,34.9742412,35.0542412,-85.2919003,-85.2119003
"6","Guntersville, USA",34.3581474,-86.2947041,34.293621,34.447704,-86.371559,-86.118937
"7","Ashville, USA",38.1341201,-85.579584,38.1141201,38.1541201,-85.599584,-85.559584
"8","Chesney, USA",36.2300827,-83.7124065,36.2100827,36.2500827,-83.7324065,-83.6924065
"9","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"10","Cincinnati, USA",39.1014537,-84.5124602,39.0520565,39.2210368,-84.71239,-84.3687784
"11","Dallas, USA",32.7762719,-96.7968559,32.613216,33.0239366,-97.000482,-96.4636317
"12","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"13","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"14","Richmond, USA",37.5385087,-77.43428,37.3785087,37.6985087,-77.59428,-77.27428
"15","Myrtle Beach, USA",33.6956461,-78.8900409,33.6473768,33.791255,-78.978024,-78.7854686
"16","Cincinnati, USA",39.1014537,-84.5124602,39.0520565,39.2210368,-84.71239,-84.3687784
"17","Woodbury, USA",44.92317,-92.9588282,44.861854,44.948995,-92.984643,-92.862411
"18","McKinney, USA",33.1976496,-96.6154471,33.1252923,33.3060918,-96.7679041,-96.5385097
"19","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"20","Pleasanton, USA",37.6624312,-121.8746789,37.6200582,37.7030362,-121.9549787,-121.7989177
"21","Hampton, USA",37.0300969,-76.3452057,36.9900969,37.0700969,-76.3852057,-76.3052057
"22","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"23","Myrtle Beach, USA",33.6956461,-78.8900409,33.6473768,33.791255,-78.978024,-78.7854686
"24","St George Island, USA",29.6565101,-84.8809064,29.3365101,29.9765101,-85.2009064,-84.5609064
"25","Cincinnati, USA",39.1014537,-84.5124602,39.0520565,39.2210368,-84.71239,-84.3687784
"26","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"27","Myrtle Beach, USA",33.6956461,-78.8900409,33.6473768,33.791255,-78.978024,-78.7854686
"28","Cincinnati, USA",39.1014537,-84.5124602,39.0520565,39.2210368,-84.71239,-84.3687784
"29","Hattiesburg, USA",31.3271189,-89.2903392,31.185828,31.405134,-89.416602,-89.224266
"30","Boston, USA",42.3602534,-71.0582912,42.2279111,42.3969775,-71.19126,-70.8044881
"31","Myrtle Beach, USA",33.6956461,-78.8900409,33.6473768,33.791255,-78.978024,-78.7854686
"32","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"33","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"34","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"35","Kansas City, USA",39.100105,-94.5781416,38.827176,39.356662,-94.765917,-94.385522
"36","Boston, USA",42.3602534,-71.0582912,42.2279111,42.3969775,-71.19126,-70.8044881
"37","Humble, USA",29.9988312,-95.2621553,29.953841,30.0327621,-95.2876485,-95.243693
"38","Memphis, USA",35.1490215,-90.0516285,34.994188,35.263879,-90.308366,-89.637089
"39","Norfolk, USA",36.8889933,-76.2481624,36.8207813,37.040886,-76.3448722,-76.133872
"40","Norfolk, USA",36.8889933,-76.2481624,36.8207813,37.040886,-76.3448722,-76.133872
"41","Gatlinburg, USA",35.714259,-83.5101638,35.697268,35.757232,-83.568031,-83.427974
"42","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"43","Sacramento, USA",38.5815719,-121.4943996,38.437574,38.685506,-121.56012,-121.36274
"44","Cincinnati, USA",39.1014537,-84.5124602,39.0520565,39.2210368,-84.71239,-84.3687784
"45","Boston, USA",42.3602534,-71.0582912,42.2279111,42.3969775,-71.19126,-70.8044881
"46","Windsor Heights, USA",40.1911823,-80.6653556,40.186474,40.196314,-80.668843,-80.65774
"47","Kansas City, USA",39.100105,-94.5781416,38.827176,39.356662,-94.765917,-94.385522
"48","Long Island, USA",36.6626521,-75.9346486,36.3426521,36.9826521,-76.2546486,-75.6146486
"49","Newport, USA",41.4899827,-71.3137707,41.448967,41.523208,-71.363448,-71.2856084
"50","Bristol, USA",41.7425538,-71.0856545,41.4111505,42.0955392,-71.381745,-70.7560271
"51","Moss Point, USA",30.4115881,-88.5344601,30.3876951,30.47276,-88.6009118,-88.4741329
"52","Myrtle Beach, USA",33.6956461,-78.8900409,33.6473768,33.791255,-78.978024,-78.7854686
"53","Cordova, USA",60.5439444,-145.7589103,60.464142,60.640548,-145.86321,-145.415615
"54","Springfield, USA",39.7990175,-89.6439575,39.653656,39.87417,-89.773182,-89.56851
"55","Norfolk, USA",36.8889933,-76.2481624,36.8207813,37.040886,-76.3448722,-76.133872
"56","Russellville, USA",35.2784173,-93.1337856,35.2239821,35.3513262,-93.2069797,-93.0618286
"57","Loganville, USA",39.8556564,-76.7074696,39.841964,39.8668595,-76.7177756,-76.6944702
"58","Murfreesboro, USA",35.845999,-86.3920452,35.762729,35.960638,-86.570986,-86.325279
"59","Lexington, USA",38.0464066,-84.4970393,37.8864066,38.2064066,-84.6570393,-84.3370393
"60","Ashland, USA",38.4784144,-82.6379387,38.434404,38.49846,-82.681929,-82.606288
"61","Princeton, USA",38.3553236,-87.5675223,38.333293,38.374231,-87.617171,-87.538324
