"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Ulverstone, Australia",-41.1571818,146.1705057,-41.1971818,-41.1171818,146.1305057,146.2105057
"2","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"3","Newcastle, Australia",-32.9272881,151.7812534,-32.9377117,-32.9014975,151.7596675,151.8040047
"4","Brisbane, Australia",-27.4689682,153.0234991,-27.6289682,-27.3089682,152.8634991,153.1834991
"5","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"6","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"7","Sydney, Australia",-33.8548157,151.2164539,-34.1732416,-33.3641481,150.260825,151.3427428
"8","Cairns, Australia",-16.9206657,145.7721854,-17.0806657,-16.7606657,145.6121854,145.9321854
"9","Brisbane, Australia",-27.4689682,153.0234991,-27.6289682,-27.3089682,152.8634991,153.1834991
"10","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"11","Canberra, Australia",-35.2975906,149.1012676,-35.4575906,-35.1375906,148.9412676,149.2612676
"12","Hobart, Australia",-42.8825088,147.3281233,-42.8916838,-42.8732257,147.3155815,147.3415062
"13","Perth, Australia",-31.9527121,115.8604796,-32.1127121,-31.7927121,115.7004796,116.0204796
"14","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"15","Sydney, Australia",-33.8548157,151.2164539,-34.1732416,-33.3641481,150.260825,151.3427428
"16","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"17","Brisbane, Australia",-27.4689682,153.0234991,-27.6289682,-27.3089682,152.8634991,153.1834991
"18","Rockhampton, Australia",-23.3782501,150.5134442,-23.5382501,-23.2182501,150.3534442,150.6734442
"19","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"20","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"21","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"22","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"23","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"24","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"25","Carrum Downs, Australia",-38.0927904,145.1758001,-38.12676,-38.0674,145.14604,145.20309
"26","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"27","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"28","Frankston, Australia",-38.1444729,145.1268808,-38.1844729,-38.1044729,145.0868808,145.1668808
"29","Frankston, Australia",-38.1444729,145.1268808,-38.1844729,-38.1044729,145.0868808,145.1668808
"30","Quakertown, USA",40.4417682,-75.3415667,40.4261704,40.4516181,-75.3698875,-75.3190082
"31","Calgary, Canada",51.02532675,-114.049868485806,50.842526,51.2125013,-114.3157587,-113.8600018
"32","Roanoake, USA",40.4097882,-81.3523334,40.3897882,40.4297882,-81.3723334,-81.3323334
"33","Zion Crossroads, USA",37.9709736,-78.2197262,37.9509736,37.9909736,-78.2397262,-78.1997262
"34","Bigler, USA",40.9847791,-78.3064051,40.9647791,41.0047791,-78.3264051,-78.2864051
"35","Cary, USA",35.7883046,-78.7811964,35.6443725,35.8968223,-78.9431116,-78.7294548
"36","Nichols, USA",38.041309,-121.9880172,38.021309,38.061309,-122.0080172,-121.9680172
"37","Zion Crossroads, USA",37.9709736,-78.2197262,37.9509736,37.9909736,-78.2397262,-78.1997262
"38","Squamish, Canada",49.6980743,-123.1558612,49.6385925,49.8729446,-123.2604193,-123.0171786
"39","Council Bluffs, USA",41.2621283,-95.8613912,41.174859,41.290028,-95.928071,-95.765291
"40","Fredericksburg, USA",38.3031837,-77.4605399,38.270245,38.326445,-77.532686,-77.447088
"41","Midlothian, USA",41.6253116,-87.7175491,41.611065,41.637454,-87.757001,-87.698184
"42","Vienna, USA",38.9013729,-77.2651762,38.878494,38.9218319,-77.284763,-77.241265
"43","Medicine Hat, Canada",50.04303,-110.679016,49.88303,50.20303,-110.839016,-110.519016
"44","Virginia Beach, USA",36.7953025,-76.0509251225811,36.550453,37.040886,-76.22776,-75.797497
"45","Zion Crossroads, USA",37.9709736,-78.2197262,37.9509736,37.9909736,-78.2397262,-78.1997262
"46","Zion Crossroads, USA",37.9709736,-78.2197262,37.9509736,37.9909736,-78.2397262,-78.1997262
"47","Attleboro, USA",41.9445441,-71.2856082,41.8932009,41.9873203,-71.381745,-71.2080609
"48","Atlantic City, USA",39.3642852,-74.4229351,39.335544,39.417678,-74.501592,-74.4028862
"49","Allentown, USA",40.6022059,-75.4712794,40.5499752,40.6361993,-75.5480852,-75.4193521
"50","Newark, USA",40.735657,-74.1723667,40.6732502,40.7881387,-74.251324,-74.112787
"51","Allentown, USA",40.6022059,-75.4712794,40.5499752,40.6361993,-75.5480852,-75.4193521
"52","Johnston, USA",35.5285816,-78.3768021,35.2546568,35.8181323,-78.7089449,-78.0647898
"53","York, USA",39.962398,-76.727392,39.942756,39.992584,-76.762814,-76.6994567
