"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Charlotte, USA",35.2270869,-80.8431268,35.013174,35.393133,-81.009554,-80.670104
"2","Ozark, USA",36.6467816,-92.4575198,36.497199,36.8060156,-92.7743287,-92.114021
"3","Charlotte, USA",35.2270869,-80.8431268,35.013174,35.393133,-81.009554,-80.670104
"4","Rock Hill, USA",34.9248667,-81.0250784,34.870838,35.014812,-81.125219,-80.928101
"5","Rock Hill, USA",34.9248667,-81.0250784,34.870838,35.014812,-81.125219,-80.928101
"6","Charlotte, USA",35.2270869,-80.8431268,35.013174,35.393133,-81.009554,-80.670104
"7","Martinez, USA",38.0138934,-122.1338674,37.9535573,38.0473872,-122.1571681,-122.0751732
"8","Lake Ozark, USA",38.1798796,-92.6226454,38.170742,38.230876,-92.672408,-92.587114
"9","Rock Hill, USA",34.9248667,-81.0250784,34.870838,35.014812,-81.125219,-80.928101
"10","Fayetteville, USA",36.0625843,-94.1574328,35.9893558,36.1489329,-94.2978481,-94.0267113
"11","Evansville, USA",37.9747645,-87.5558483,37.935588,38.05689,-87.637548,-87.449876
"12","Evansville, USA",37.9747645,-87.5558483,37.935588,38.05689,-87.637548,-87.449876
"13","Charlotte, USA",35.2270869,-80.8431268,35.013174,35.393133,-81.009554,-80.670104
"14","Conway, USA",35.0886963,-92.4421011,34.9993438,35.1465162,-92.5869768,-92.3814728
"15","San Jose, USA",37.3361905,-121.8905833,37.124503,37.4692175,-122.045672,-121.589153
"16","Las Vegas, USA",36.1662859,-115.149225,36.129554,36.380491,-115.414628,-115.062066
"17","San Diego, USA",32.7174209,-117.1627714,32.5347839,33.114249,-117.3098053,-116.9057226
"18","Los Angeles, USA",34.0536909,-118.2427666,33.7036216,34.337306,-118.6681867,-118.1552947
"19","Santa Barbara, USA",34.4221319,-119.7026673,34.336029,34.463922,-119.859791,-119.639946
"20","Santa Clara, USA",37.3541132,-121.9551744,37.32292,37.418941,-122.005556,-121.9297085
"21","Las Vegas, USA",36.1662859,-115.149225,36.129554,36.380491,-115.414628,-115.062066
"22","Wilkes-Barre, USA",41.2464824,-75.8817316,41.2219327,41.272918,-75.926932,-75.82685
"23","Portland, USA",45.5202471,-122.6741949,45.432536,45.6528812,-122.8367489,-122.4720252
"24","Portland, USA",45.5202471,-122.6741949,45.432536,45.6528812,-122.8367489,-122.4720252
"25","Clackamas, USA",45.1608821,-122.2305038,44.8857092,45.4616701,-122.8679985,-121.6509929
"26","Searcy, USA",35.2506406,-91.7362488,35.1949899,35.2695311,-91.801078,-91.6608656
"27","Metamora, USA",41.7118216,-83.9102456,41.703986,41.717648,-83.918822,-83.88967
