"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Winnipeg, Canada",49.884017,-97.168579,49.7135538,49.9940075,-97.3491505,-96.9565293
"2","Markham, Canada",43.854336,-79.326782,43.7980391,43.9625146,-79.428729,-79.1702406
"3","Regina, Canada",50.44876,-104.61731,50.3964112,50.5207302,-104.7781055,-104.492066
"4","Brandon, Canada",49.8511143,-99.9608924,49.8110581,49.8895253,-100.0076413,-99.8060456
"5","Calgary, Canada",51.02532675,-114.049868485806,50.842526,51.2125013,-114.3157587,-113.8600018
"6","Richmond, Canada",49.1632727,-123.1376687,49.0860395,49.2619422,-123.3099703,-122.9572171
"7","Saskatoon, Canada",52.131802,-106.660767,52.0697966,52.2311425,-106.8249655,-106.503699
"8","Oromocto, Canada",45.8474496,-66.471212,45.8116423,45.8611707,-66.5348577,-66.4411316
"9","Mount Pearl, Canada",47.51822475,-52.815416652132,47.4963645,47.5404946,-52.8514944,-52.7730708
"10","Belle River, Canada",42.1025108,-82.7128459,42.1017641,42.1031962,-82.7133844,-82.7121849
"11","Montreal, Canada",45.4972159,-73.6103642,45.4100756,45.7047897,-73.9741567,-73.4742952
"12","Belle River, Canada",42.1025108,-82.7128459,42.1017641,42.1031962,-82.7133844,-82.7121849
"13","Abbotsford, Canada",49.0521162,-122.3294792,49.0022886,49.1719397,-122.4624889,-122.0729186
"14","Charlottetown, Canada",46.234953,-63.132935,46.074953,46.394953,-63.292935,-62.972935
"15","Rimouski, Canada",48.450155,-68.529968,48.2799967,48.5287389,-68.8920547,-68.3317692
"16","Edmonton, Canada",53.535411,-113.507996,53.3375559,53.7160698,-113.7136622,-113.2714783
"17","St. Catherines, Canada",46.192008,-63.2973814,46.182008,46.202008,-63.3073814,-63.2873814
"18","Regina, Canada",50.44876,-104.61731,50.3964112,50.5207302,-104.7781055,-104.492066
"19","Lower Sackville, Canada",44.7733009,-63.6884669,44.743,44.7945095,-63.7085,-63.6295576
"20","Toronto, Canada",43.653963,-79.387207,43.493963,43.813963,-79.547207,-79.227207
"21","St John's, Canada",47.561701,-52.715149,47.401701,47.721701,-52.875149,-52.555149
"22","Ste-Marie, Canada",46.450395,-71.030731,46.3699975,46.5143681,-71.0893251,-70.9196227
"23","Cold Lake, Canada",54.46046,-110.192871,54.30046,54.62046,-110.352871,-110.032871
"24","Ottawa, Canada",45.2603984,-75.8082383,44.9617738,45.5376502,-76.3555857,-75.2465783
