"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","FlorÃ¸, Norway",61.62047785,4.89471306267574,61.4563294,61.7834637,4.1298997,5.7334397
"2","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"3","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"4","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"5","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"6","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"7","FlorÃ¸, Norway",61.62047785,4.89471306267574,61.4563294,61.7834637,4.1298997,5.7334397
"8","Fredrikstad, Norway",59.18620125,10.8680241079714,59.0448769,59.3240315,10.6050122,11.1307181
"9","Remyra, Norway",63.4817858,10.9797712,63.4717858,63.4917858,10.9697712,10.9897712
"10","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"11","Gruva, Norway",59.3865351,10.1994251,59.3765351,59.3965351,10.1894251,10.2094251
"12","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"13","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"14","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"15","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"16","Spikkestad Grendehus, Norway",59.73879385,10.348063994749,59.7385572,59.739018,10.347809,10.348606
"17","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"18","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"19","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"20","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"21","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"22","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"23","Gruben, Norway",59.2734944,9.3122,59.2634944,59.2834944,9.3022,9.3222
"24","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"25","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"26","Mo i Rana, Norway",66.3160806,14.1496722,66.2760806,66.3560806,14.1096722,14.1896722
"27","Rana, Norway",66.43971315,14.3945922974618,66.0955421,66.7838769,13.1882704,15.5333652
"28","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"29","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"30","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"31","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"32","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"33","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"34","Sandefjord, Norway",59.07990035,10.280432168595,58.7712773,59.3885175,9.9925625,10.3812932
"35","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"36","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"37","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"38","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"39","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"40","Haugesund, Norway",59.4154805,5.2636464,59.3754805,59.4554805,5.2236464,5.3036464
"41","Haugesund, Norway",59.4154805,5.2636464,59.3754805,59.4554805,5.2236464,5.3036464
"42","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"43","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"44","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"45","Remyra, Norway",63.4817858,10.9797712,63.4717858,63.4917858,10.9697712,10.9897712
"46","Skedsmokorset, Norway",60.0045779,11.0327969,59.9845779,60.0245779,11.0127969,11.0527969
"47","Skogn, Norway",63.704128,11.1862451,63.684128,63.724128,11.1662451,11.2062451
"48","Gruva, Norway",59.3865351,10.1994251,59.3765351,59.3965351,10.1894251,10.2094251
"49","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"50","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"51","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"52","Fredrikstad, Norway",59.18620125,10.8680241079714,59.0448769,59.3240315,10.6050122,11.1307181
"53","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"54","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"55","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"56","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"57","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"58","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"59","Holmestrand, Norway",59.5556434,10.0731089230806,59.4468949,59.6644855,9.9153293,10.3462111
"60","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"61","Rana, Norway",66.43971315,14.3945922974618,66.0955421,66.7838769,13.1882704,15.5333652
"62","Selsbakk, Norway",63.3892386,10.3619736,63.3891886,63.3892886,10.3619236,10.3620236
"63","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
