"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"2","Remyra, Norway",63.4817858,10.9797712,63.4717858,63.4917858,10.9697712,10.9897712
"3","Ulefoss, Norway",59.2839949,9.264519,59.2639949,59.3039949,9.244519,9.284519
"4","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"5","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"6","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"7","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"8","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"9","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"10","Rosendal, Norway",59.9863176,6.0116458,59.9793952,59.9976319,5.9925924,6.0364422
"11","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"12","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"13","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"14","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"15","Askim Bedriftssenter, Norway",59.5751024,11.1991507,59.5750524,59.5751524,11.1991007,11.1992007
"16","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"17","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"18","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"19","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"20","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"21","Skoger, Norway",59.6762441,10.2479767,59.6562441,59.6962441,10.2279767,10.2679767
"22","Aas, Norway",60.1308747,10.8379581,60.1208747,60.1408747,10.8279581,10.8479581
"23","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"24","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"25","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"26","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"27","Lademoen, Norway",63.4364047,10.4196632,63.4363547,63.4364547,10.4196132,10.4197132
"28","Avancia Skedsmokorset, Norway",60.0068055,11.0478798,60.0067555,60.0068555,11.0478298,11.0479298
"29","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"30","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"31","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"32","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"33","Skoger, Norway",59.6762441,10.2479767,59.6562441,59.6962441,10.2279767,10.2679767
"34","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"35","FrÃ¦na, Norway",62.99886695,6.99223377108633,62.7521446,63.2463973,6.4993041,7.4296574
"36","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"37","Ã…rdalshallen, Norway",58.6673963,7.8125633,58.6673463,58.6674463,7.8125133,7.8126133
"38","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"39","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"40","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"41","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"42","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"43","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"44","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"45","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"46","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"47","Voss, Norway",60.7135767,6.42693253401713,60.4674169,60.9595517,5.842746,6.9858681
"48","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"49","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"50","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"51","Frogner, Norway",59.9096396,10.6879609280026,59.8836266,59.9354374,10.646244,10.7353668
"52","Fredrikstad, Norway",59.18620125,10.8680241079714,59.0448769,59.3240315,10.6050122,11.1307181
"53","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"54","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"55","Ganddal AK, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"56","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"57","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"58","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"59","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"60","Remyra, Norway",63.4817858,10.9797712,63.4717858,63.4917858,10.9697712,10.9897712
"61","Ã…rdalshallen, Norway",58.6673963,7.8125633,58.6673463,58.6674463,7.8125133,7.8126133
"62","Gruva, Norway",59.3865351,10.1994251,59.3765351,59.3965351,10.1894251,10.2094251
"63","Fredrikstad, Norway",59.18620125,10.8680241079714,59.0448769,59.3240315,10.6050122,11.1307181
"64","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"65","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"66","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"67","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"68","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"69","Aksdal, Norway",59.4203232,5.4477232,59.4003232,59.4403232,5.4277232,5.4677232
"70","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"71","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"72","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"73","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"74","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"75","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"76","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"77","Holmestrand, Norway",59.5556434,10.0731089230806,59.4468949,59.6644855,9.9153293,10.3462111
"78","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"79","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"80","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"81","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"82","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"83","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"84","Ã…lesund, Norway",62.45971955,6.29352165130137,62.3943575,62.5250799,6.055166,6.5712831
"85","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"86","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"87","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"88","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"89","Voss, Norway",60.7135767,6.42693253401713,60.4674169,60.9595517,5.842746,6.9858681
"90","Universitetet, Norway",58.162757,8.008835,58.162707,58.162807,8.008785,8.008885
"91","Moss, Norway",59.46288825,10.6573031848424,59.3930639,59.5345809,10.5366786,10.7863953
"92","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"93","Melhus, Norway",63.18143325,10.308134487484,63.0196857,63.3446323,9.8784072,10.7161636
"94","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"95","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"96","Remyra, Norway",63.4817858,10.9797712,63.4717858,63.4917858,10.9697712,10.9897712
"97","Mo i Rana, Norway",66.3160806,14.1496722,66.2760806,66.3560806,14.1096722,14.1896722
"98","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"99","Riskahallen, Norway",58.92505,5.844825,58.925,58.9251,5.844775,5.844875
"100","Vikinghallen Bergen, Norway",60.3992933,5.3218421,60.3992433,60.3993433,5.3217921,5.3218921
"101","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"102","Avancia Skedsmokorset, Norway",60.0068055,11.0478798,60.0067555,60.0068555,11.0478298,11.0479298
"103","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"104","Remmen Halden, Norway",59.1297005,11.3527246,59.1097005,59.1497005,11.3327246,11.3727246
"105","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"106","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"107","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"108","Haukelandshallen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"109","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"110","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"111","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"112","Gruva, Norway",59.3865351,10.1994251,59.3765351,59.3965351,10.1894251,10.2094251
"113","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"114","Fredrikstad, Norway",59.18620125,10.8680241079714,59.0448769,59.3240315,10.6050122,11.1307181
"115","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"116","Klubbhuset, Norway",63.41040265,10.80235855,63.4102868,63.4105185,10.8020637,10.8026534
"117","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"118","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"119","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"120","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"121","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"122","Mo i Rana, Norway",66.3160806,14.1496722,66.2760806,66.3560806,14.1096722,14.1896722
"123","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"124","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"125","Askim Bedriftssenter, Norway",59.5751024,11.1991507,59.5750524,59.5751524,11.1991007,11.1992007
"126","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"127","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"128","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"129","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"130","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"131","Haraldshallen Haugesund, Norway",59.42370425,5.28004924430594,59.4233665,59.4239611,5.2793043,5.2808038
"132","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"133","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"134","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"135","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"136","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"137","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"138","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"139","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"140","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"141","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"142","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"143","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"144","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"145","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"146","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"147","Ski, Norway",59.72517155,10.8933753485045,59.6186771,59.8316697,10.7999493,10.9919779
"148","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"149","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"150","Sarpsborg, Norway",59.254955,11.2297811408493,59.0926181,59.4172717,10.9477581,11.3480427
"151","Ekeberg Oslo, Norway",59.8960812,10.7738639,59.8760812,59.9160812,10.7538639,10.7938639
"152","Ekeberg Oslo, Norway",59.8960812,10.7738639,59.8760812,59.9160812,10.7538639,10.7938639
"153","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"154","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"155","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"156","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"157","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"158","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
