"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"2","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"3","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"4","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"5","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"6","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"7","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"8","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"9","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"10","Te Aroha, New Zealand",-37.541398,175.7086487,-37.581398,-37.501398,175.6686487,175.7486487
"11","Te Aroha, New Zealand",-37.541398,175.7086487,-37.581398,-37.501398,175.6686487,175.7486487
"12","Rotorua, New Zealand",-38.1381493,176.252922,-38.2981493,-37.9781493,176.092922,176.412922
"13","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"14","Wellington, New Zealand",-41.2887467,174.7772092,-41.4487467,-41.1287467,174.6172092,174.9372092
"15","Dunedin, New Zealand",-45.8739282,170.503488,-46.0339282,-45.7139282,170.343488,170.663488
"16","Dunedin, New Zealand",-45.8739282,170.503488,-46.0339282,-45.7139282,170.343488,170.663488
"17","Queenstown, New Zealand",-45.0317203,168.6608096,-45.0717203,-44.9917203,168.6208096,168.7008096
"18","Dunedin, New Zealand",-45.8739282,170.503488,-46.0339282,-45.7139282,170.343488,170.663488
"19","Dunedin, New Zealand",-45.8739282,170.503488,-46.0339282,-45.7139282,170.343488,170.663488
"20","Whangarei, New Zealand",-35.7283469,174.3206488,-35.8883469,-35.5683469,174.1606488,174.4806488
"21","Hamilton, New Zealand",-37.7876214,175.2813186,-37.9476214,-37.6276214,175.1213186,175.4413186
"22","Levin, New Zealand",-40.6218161,175.2865854,-40.6618161,-40.5818161,175.2465854,175.3265854
"23","Kamo, New Zealand",-35.6802552,174.3036806,-35.7002552,-35.6602552,174.2836806,174.3236806
"24","Dunedin, New Zealand",-45.8739282,170.503488,-46.0339282,-45.7139282,170.343488,170.663488
"25","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"26","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"27","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"28","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"29","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"30","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"31","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"32","Perth, Australia",-31.9527121,115.8604796,-32.1127121,-31.7927121,115.7004796,116.0204796
"33","Hobart, Australia",-42.8825088,147.3281233,-42.8916838,-42.8732257,147.3155815,147.3415062
"34","Perth, Australia",-31.9527121,115.8604796,-32.1127121,-31.7927121,115.7004796,116.0204796
"35","Melbourne, Australia",-37.8142176,144.9631608,-37.85067,-37.77545,144.89709,144.9913426
"36","Perth, Australia",-31.9527121,115.8604796,-32.1127121,-31.7927121,115.7004796,116.0204796
