"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"1","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"2","Ã˜. Ã…rdal, Norway",61.2860408,7.80493456571462,61.1108754,61.4611984,7.3780779,8.2514502
"3","Turnhallen, Norway",58.95525235,5.69196446972555,58.954982,58.9555002,5.6914103,5.6925711
"4","Mandal, Norway",58.0268181,7.4534802,57.9868181,58.0668181,7.4134802,7.4934802
"5","Verdal, Norway",63.78622565,11.9203350020204,63.5934181,63.9742223,11.3319211,12.6835681
"6","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"7","Mandal, Norway",58.0268181,7.4534802,57.9868181,58.0668181,7.4134802,7.4934802
"8","Skedsmohallen, Norway",59.96209685,11.0690556590824,59.9618818,59.9623585,11.068407,11.0697887
"9","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"10","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"11","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"12","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"13","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"14","Mandal, Norway",58.0268181,7.4534802,57.9868181,58.0668181,7.4134802,7.4934802
"15","Mandal, Norway",58.0268181,7.4534802,57.9868181,58.0668181,7.4134802,7.4934802
"16","Voss, Norway",60.7135767,6.42693253401713,60.4674169,60.9595517,5.842746,6.9858681
"17","Sande, Norway",59.5837488,10.2343919908804,59.4933454,59.674011,10.0374635,10.3980153
"18","Skedsmohallen, Norway",59.96209685,11.0690556590824,59.9618818,59.9623585,11.068407,11.0697887
"19","Kristiansand, Norway",58.14615,7.9957333,57.98615,58.30615,7.8357333,8.1557333
"20","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"21","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"22","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"23","Melhus, Norway",63.18143325,10.308134487484,63.0196857,63.3446323,9.8784072,10.7161636
"24","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"25","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"26","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"27","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"28","Mo i Rana, Norway",66.3160806,14.1496722,66.2760806,66.3560806,14.1096722,14.1896722
"29","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"30","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"31","Varhol FrÃ¦na, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"32","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"33","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"34","Haugesund, Norway",59.4154805,5.2636464,59.3754805,59.4554805,5.2236464,5.3036464
"35","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"36","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"37","Avancia Skedsmo, Norway",60.0068055,11.0478798,60.0067555,60.0068555,11.0478298,11.0479298
"38","Sandnes, Norway",58.8516736,5.7367185,58.8116736,58.8916736,5.6967185,5.7767185
"39","Grubhei, Norway",66.3210252,14.1930112,66.3209752,66.3210752,14.1929612,14.1930612
"40","Grubhei, Norway",66.3210252,14.1930112,66.3209752,66.3210752,14.1929612,14.1930612
"41","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"42","Stavanger, Norway",58.9680427,5.7324722,58.8080427,59.1280427,5.5724722,5.8924722
"43","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"44","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"45","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"46","Askim, Norway",59.59696925,11.1720143863273,59.5380472,59.6559701,11.0905847,11.2609844
"47","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"48","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"49","Lurahallen Sandnes, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"50","Gruben, Norway",59.2734944,9.3122,59.2634944,59.2834944,9.3022,9.3222
"51","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"52","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"53","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"54","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"55","Moss, Norway",59.46288825,10.6573031848424,59.3930639,59.5345809,10.5366786,10.7863953
"56","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"57","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"58","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"59","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"60","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"61","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"62","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"63","Melhus, Norway",63.18143325,10.308134487484,63.0196857,63.3446323,9.8784072,10.7161636
"64","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"65","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"66","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"67","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"68","Bergen, Norway",60.3943034,5.3258117,60.1760905,60.5360925,5.1445788,5.6867918
"69","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"70","Gruben, Norway",59.2734944,9.3122,59.2634944,59.2834944,9.3022,9.3222
"71","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"72","Spikkestad, Norway",59.7443236,10.3400476,59.7243236,59.7643236,10.3200476,10.3600476
"73","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"74","Askim bedriftssenter, Norway",59.5751024,11.1991507,59.5750524,59.5751524,11.1991007,11.1992007
"75","Haugesund, Norway",59.4154805,5.2636464,59.3754805,59.4554805,5.2236464,5.3036464
"76","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"77","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"78","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"79","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"80","Nidelv, Norway",58.427257,8.7284513,58.427207,58.427307,8.7284013,8.7285013
"81","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"82","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"83","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"84","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"85","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"86","Melhus, Norway",63.18143325,10.308134487484,63.0196857,63.3446323,9.8784072,10.7161636
"87","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"88","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"89","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"90","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"91","Skedsmo, Norway",59.991267,11.0607272194525,59.9374133,60.0450979,10.9337342,11.1784383
"92","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"93","Grubhei, Norway",66.3210252,14.1930112,66.3209752,66.3210752,14.1929612,14.1930612
"94","Hammerfest, Norway",70.80294355,23.3018328267492,70.392674,71.1862281,22.2983382,24.17219
"95","Haukelandshallen Bergen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"96","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"97","Haukelandshallen Bergen, Norway",60.36997165,5.35460308090139,60.3696263,60.3704408,5.3535616,5.355473
"98","Melhus, Norway",63.18143325,10.308134487484,63.0196857,63.3446323,9.8784072,10.7161636
"99","Varhol, Norway",62.858364,7.226055,62.858314,62.858414,7.226005,7.226105
"100","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"101","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"102","Skedsmo, Norway",59.991267,11.0607272194525,59.9374133,60.0450979,10.9337342,11.1784383
"103","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"104","Fyllingsdalen, Norway",60.3616,5.2968167,60.3416,60.3816,5.2768167,5.3168167
"105","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"106","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"107","Alta, Norway",70.04962755,23.0825349565332,69.6454509,70.4480212,22.1858185,24.2182312
"108","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
"109","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"110","Lurahallen, Norway",58.8822937,5.7387416298317,58.8819992,58.8824283,5.7383661,5.7391393
"111","Oslo, Norway",59.9133301,10.7389701,59.7533301,60.0733301,10.5789701,10.8989701
"112","Sandehallen, Norway",59.5866073,10.2420267,59.5865573,59.5866573,10.2419767,10.2420767
"113","Halden, Norway",59.0680555,11.5371910022398,58.8768947,59.2596125,11.1535062,11.7105158
"114","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"115","Steinkjer, Norway",64.0946837,11.7501636241319,63.8609352,64.3302902,11.1651412,12.3779535
"116","Ganddal, Norway",58.8229843,5.7142597,58.8029843,58.8429843,5.6942597,5.7342597
"117","Sundbyfoss, Norway",59.5129519,10.1258689,59.4929519,59.5329519,10.1058689,10.1458689
"118","Brumunddal, Norway",60.8866339,10.9368128,60.8466339,60.9266339,10.8968128,10.9768128
"119","Rana, Norway",66.43971315,14.3945922974618,66.0955421,66.7838769,13.1882704,15.5333652
"120","Vestlund park, Norway",60.363182,5.289357,60.363132,60.363232,5.289307,5.289407
"121","Gressvik, Norway",59.2182472,10.9063889,59.1982472,59.2382472,10.8863889,10.9263889
"122","Gruva, Norway",59.3865351,10.1994251,59.3765351,59.3965351,10.1894251,10.2094251
"123","Sundbyberg, Norway",59.5665139,11.0430583,59.5465139,59.5865139,11.0230583,11.0630583
"124","Trondheim, Norway",63.4305658,10.3951929,63.2705658,63.5905658,10.2351929,10.5551929
